model,family,outcome,parameter,coefficient,std_error,statistic,p_value,ci_lower,ci_upper,nobs,week_clusters,region_clusters,effects,sample,covariance
exposure_broad_including_hydro_intrahour_price_sd_asinh,exposure_broad_including_hydro,intrahour_price_sd_asinh,log_demand_centered,0.9712012588757832,0.05713122820776002,16.999481533006268,0.0,0.8592252486821786,1.0831772690693877,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_broad_including_hydro_intrahour_price_sd_asinh,exposure_broad_including_hydro,intrahour_price_sd_asinh,log_demand_centered_sq,0.21753416016906554,0.012895703863745415,16.868731049309716,0.0,0.19225885080499475,0.24280946953313634,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_wind_solar_output_100mw_intrahour_price_sd_asinh,exposure_wind_solar_output_100mw,intrahour_price_sd_asinh,renewable_output_ws_100mw,-0.00798352181356791,0.0009666249991236628,-8.259171675474697,2.220446049250313e-16,-0.009878086557767868,-0.006088957069367951,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_wind_solar_output_100mw_intrahour_price_sd_asinh,exposure_wind_solar_output_100mw,intrahour_price_sd_asinh,log_demand_centered,0.9549416681720402,0.05779566029654887,16.522722697037207,0.0,0.8416633850065223,1.068219951337558,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_wind_solar_output_100mw_intrahour_price_sd_asinh,exposure_wind_solar_output_100mw,intrahour_price_sd_asinh,log_demand_centered_sq,0.18931349432846428,0.01185630909253099,15.967321098918074,0.0,0.16607537693711702,0.21255161171981155,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_separate_wind_solar_intrahour_price_sd_asinh,exposure_separate_wind_solar,intrahour_price_sd_asinh,wind_share_10pp,-0.0011249934354283957,0.0011881143153171852,-0.9468730583622853,0.34370492065377545,-0.0034536725985265465,0.0012036857276697553,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_separate_wind_solar_intrahour_price_sd_asinh,exposure_separate_wind_solar,intrahour_price_sd_asinh,solar_utility_share_10pp,-0.022796473491923243,0.005431700085095394,-4.196931556378979,2.7070376233728766e-05,-0.033442491846632935,-0.012150455137213547,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_separate_wind_solar_intrahour_price_sd_asinh,exposure_separate_wind_solar,intrahour_price_sd_asinh,log_demand_centered,0.9242708282289065,0.06128847269377763,15.080663420133554,0.0,0.8041467059452622,1.044394950512551,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_separate_wind_solar_intrahour_price_sd_asinh,exposure_separate_wind_solar,intrahour_price_sd_asinh,log_demand_centered_sq,0.2209895771311786,0.012734168516008351,17.354064134879998,0.0,0.19603087366273952,0.24594828059961765,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_all_unknown_as_renewable_upper_bound_intrahour_price_sd_asinh,exposure_all_unknown_as_renewable_upper_bound,intrahour_price_sd_asinh,renewable_share_ws_unknown_upper_10pp_p999,-0.0233208929482623,0.004186238896709057,-5.570846175691416,2.5391756475201532e-08,-0.03152583346986458,-0.015115952426660022,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
exposure_all_unknown_as_renewable_upper_bound_intrahour_price_sd_asinh,exposure_all_unknown_as_renewable_upper_bound,intrahour_price_sd_asinh,log_demand_centered,0.860301807626704,0.05281581462281272,16.288716055420153,0.0,0.7567839176369995,0.9638196976164086,210399,314,4,region_month + timestamp,headline_sample,clustered_aest_week_debiased
